 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	 0.00000000e+00   	
 4.66782355e-02   	-9.71053582e-03   	 5.64975526e-02   	 4.48584591e-02   	 6.70841031e-03   	 4.20820698e-02   	 3.08733113e-02   	-1.46539677e-02   	 2.95913093e-02   	 1.23608589e-02   	 1.90809600e-02   	-9.08558512e-03   	 1.84103749e-02   	 1.16425378e-02   	 3.46729284e-02   	 7.16401534e-04   	 6.47390433e-04   	 2.96252405e-03   	 1.48129350e-02   	-1.29154599e-02   	-4.72801105e-03   	 7.39258323e-03   	-2.73172392e-02   	-2.32239566e-02   	 1.32132066e-03   	
 9.11772418e-02   	-2.04090466e-02   	 1.01546166e-01   	 8.13123296e-02   	 1.23688083e-02   	 6.45525520e-02   	 4.78261393e-02   	-2.36497745e-02   	 4.86906727e-02   	 1.88082182e-02   	 2.79141930e-02   	-8.42105940e-03   	 3.06037959e-02   	 2.09700396e-02   	 4.37789287e-02   	 1.53274035e-03   	 1.59038109e-03   	 3.39804794e-03   	 2.27528773e-02   	-1.27792080e-02   	-1.06510838e-02   	 1.00784230e-02   	-3.74431055e-02   	-2.98710397e-02   	 1.26033184e-03   	
 1.33555285e-01   	-3.18988631e-02   	 1.36259465e-01   	 1.10063143e-01   	 1.72869767e-02   	 7.22533914e-02   	 5.40914558e-02   	-2.86478259e-02   	 5.95649020e-02   	 2.13301371e-02   	 2.93463246e-02   	-2.25386755e-03   	 3.74179326e-02   	 2.80130684e-02   	 3.81954613e-02   	 2.09145141e-03   	 2.00121254e-03   	 2.50853872e-03   	 2.55814059e-02   	-6.11278688e-03   	-1.65917944e-02   	 9.48735184e-03   	-3.69458562e-02   	-2.71560784e-02   	 4.58605633e-04   	
 1.73868963e-01   	-4.40021446e-02   	 1.61705995e-01   	 1.31787238e-01   	 2.17107325e-02   	 6.92416455e-02   	 5.24425052e-02   	-3.09233990e-02   	 6.41169561e-02   	 2.14133134e-02   	 2.56911238e-02   	 6.40832368e-03   	 3.97553065e-02   	 3.29155269e-02   	 2.55232063e-02   	 2.19391527e-03   	 1.46632279e-03   	 1.13342347e-03   	 2.47335509e-02   	 2.69838255e-03   	-2.17979298e-02   	 6.78683371e-03   	-3.05390963e-02   	-2.00233572e-02   	-6.41336451e-04   	
 2.12173242e-01   	-5.65582310e-02   	 1.78904704e-01   	 1.47136593e-01   	 2.58370876e-02   	 5.88791743e-02   	 4.52310003e-02   	-3.14407768e-02   	 6.39340416e-02   	 2.01448495e-02   	 1.88072120e-02   	 1.55179485e-02   	 3.85287133e-02   	 3.58924070e-02   	 1.08365474e-02   	 1.75659301e-03   	-1.35065525e-04   	-1.70089385e-04   	 2.13735411e-02   	 1.08921498e-02   	-2.58408223e-02   	 2.90765810e-03   	-2.14941673e-02   	-1.16994083e-02   	-1.75395401e-03   	
 2.48521470e-01   	-6.94221358e-02   	 1.88821911e-01   	 1.56739440e-01   	 2.98187776e-02   	 4.39147850e-02   	 3.44244681e-02   	-3.09151312e-02   	 6.03296812e-02   	 1.82966865e-02   	 1.01656991e-02   	 2.37596693e-02   	 3.46200646e-02   	 3.71976789e-02   	-2.70299885e-03   	 7.76241672e-04   	-2.72655725e-03   	-1.06071142e-03   	 1.64399606e-02   	 1.69130769e-02   	-2.85319635e-02   	-1.42876548e-03   	-1.19773941e-02   	-4.13633948e-03   	-2.71461631e-03   	
 2.82965373e-01   	-8.24631660e-02   	 1.92369504e-01   	 1.61200682e-01   	 3.37701956e-02   	 2.65592929e-02   	 2.16424756e-02   	-2.98639430e-02   	 5.43805555e-02   	 1.63952680e-02   	 9.09009348e-04   	 3.03661168e-02   	 2.88504173e-02   	 3.71004253e-02   	-1.33494038e-02   	-6.97304775e-04   	-6.10883593e-03   	-1.35874755e-03   	 1.06823959e-02   	 2.00772065e-02   	-2.98552281e-02   	-5.68284756e-03   	-3.32390030e-03   	 1.63581180e-03   	-3.44900876e-03   	
 3.15555041e-01   	-9.55636582e-02   	 1.90404140e-01   	 1.61102155e-01   	 3.77727695e-02   	 8.55394563e-03   	 8.19151668e-03   	-2.86495116e-02   	 4.69588133e-02   	 1.47786506e-02   	-8.09799829e-03   	 3.49701948e-02   	 2.19592607e-02   	 3.58676229e-02   	-2.03726552e-02   	-2.58209263e-03   	-1.00163272e-02   	-1.00196192e-03   	 4.69128454e-03   	 2.03052227e-02   	-2.99123782e-02   	-9.46998226e-03   	 3.74193533e-03   	 5.23198480e-03   	-3.94750488e-03   	
 3.46338895e-01   	-1.08617821e-01   	 1.83727255e-01   	 1.57002763e-01   	 4.18798174e-02   	-8.76735838e-03   	-4.90160435e-03   	-2.75138924e-02   	 3.87604479e-02   	 1.36429829e-02   	-1.62236401e-02   	 3.74879022e-02   	 1.45913897e-02   	 3.37522199e-02   	-2.37415444e-02   	-4.77986170e-03   	-1.41594719e-02   	-1.00933838e-05   	-1.07762763e-03   	 1.79128542e-02   	-2.88798260e-02   	-1.25351427e-02   	 8.93073194e-03   	 6.69694620e-03   	-4.24400577e-03   	
