 1	 2.300929e-06	 1.014628e-06
 2	 3.360355e-07	 1.079126e-07
 3	 9.352684e-08	 3.937122e-08
 4	 1.539840e-07	 8.211418e-09
 5	 2.837116e-08	 3.667322e-09
 6	 2.582550e-08	 3.348072e-09
 7	 2.106192e-08	 3.291562e-09
 8	 1.323864e-08	 3.273275e-09
 9	 2.050896e-08	 3.250870e-09
 10	 5.585263e-09	 3.126284e-09
 11	 5.166164e-09	 3.123779e-09
 12	 5.359074e-09	 3.124757e-09
 13	 3.853084e-09	 3.126488e-09
 14	 3.787715e-09	 3.130242e-09
 15	 3.546792e-09	 3.128205e-09
 16	 9.699154e-09	 3.127826e-09
 17	 3.748962e-09	 3.146548e-09
 18	 3.360820e-09	 3.148361e-09
 19	 3.958282e-09	 3.144290e-09
 20	 3.386677e-09	 3.143203e-09
 21	 3.134537e-09	 3.143548e-09
 22	 3.166821e-09	 3.141456e-09
 23	 3.146188e-09	 3.141956e-09
 24	 3.237272e-09	 3.140047e-09
 25	 3.144058e-09	 3.139415e-09
